"session_id","date","start_time","end_time","title","description","recorded","type","skill_level","speakers","tracks","room","room_os","level","cost"
"1130","2026-03-06","11:30 AM","12:30 PM","Editing the machine: Fact-checking AI-assisted reporting in the newsroom","","true","Panel","","Angeliki Kastanis, Associated Press","AI","White River E","","1",""
"1133","2026-03-06","11:30 AM","12:30 PM","Navigating the world of nonprofit data","","true","Demo","","Ellis Simani, ProPublica; Andrea Suozzo, ProPublica","","White River I","","1",""
"1233","2026-03-06","11:30 AM","12:30 PM","How we did it: Student-led investigations","","true","Panel","","Andrew Miller, Indiana University; Cat Murphy, University of Maryland","Students","White River B","","1",""
"1261","2026-03-06","11:30 AM","12:30 PM","Google Sheets 3: Filtering & pivot tables (repeat)","A look at the awesome power of pivot - and how to use it to analyze your dataset in minutes rather than hours. We'll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way. This session is good for: Anyone familiar with formulas, sorting and filtering in a spreadsheet program. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Intermediate","","Data analysis","102","BYO","1",""
"1266","2026-03-06","11:30 AM","12:30 PM","R 1: Intro to R and RStudio (repeat)","Jump into data analysis with R, the powerful open-source programming language. In this class we'll cover R fundamentals and learn our way around the RStudio interface for using R. This session is good for: People with a basic understanding of data analysis who are ready to go beyond spreadsheets. Laptops will be provided.","false","Hands-on","Beginner","Maggie Mulvihill, Boston University","Data analysis","204","PC","2",""
"1273","2026-03-06","11:30 AM","12:30 PM","Using LLMs to improve your archives","","false","Hands-on","Intermediate","Derek Willis, University of Maryland","AI","201","BYO","2",""
"1279","2026-03-06","11:30 AM","12:30 PM","Manager meetup: Networking for investigative leaders","Leading investigative journalists can be extra challenging, so let us help! Socialize, forge partnerships or find a support group at this NICAR26 meetup! Swap best practices, laugh at lessons learned along your journey and find out more about IRE's upcoming management training initiatives! This networking event takes place directly after the always-popular, slightly shorter, FREE ""Managing Investigators"" master class. You don't have to attend the master class in order to stop by the meetup, though we welcome you to check it out! This networking session is for anyone managing (or aspiring to manage) investigators.","false","Networking","","Emma Carew Grovum, Kimbap Media / Media Bridge Partners; Josh Hinkle, KXAN","","205","BYO","2",""
"1309","2026-03-06","11:30 AM","12:30 PM","Finding the story: Using DNS search for investigative journalism (repeat)","","false","Hands-on","Intermediate","","","202","BYO","2",""
"1318","2026-03-06","12:30 PM","2:15 PM","Lunch bunch","Make some new friends over lunch! Show up and we'll connect you with other folks who want to chat and network over the lunch break -- a great way to make a big conference feel smaller.","false","Special","","","","TBD","","",""
"1050","2026-03-06","2:30 PM","3:30 PM","Teaching data journalism in the AI era","","true","Panel","","Rahul Bhargava, Northeastern University; Elisabeth Gawthrop, American Public Media; Alex Richards, Syracuse University; Matt Waite, University of Nebraska","","White River I","","1",""
"1052","2026-03-06","2:30 PM","3:30 PM","Skills as executable tipsheets - a new way to collaborate on data projects with AI agents","Anthropic released Skills in October - a new mechanism for adding capabilities to AI agent tools such as Claude Code. Skills have a wide range of applications in data reporting. A skill is a Markdown file that explains to the coding agent how to achieve a task. It might explain how to connect to a database, or provide preferred patterns for building front-end components, or how to obtain and process US Census data, or common mistakes to avoid when reporting on jobs report. NICAR already has a strong culture of tipsheets. A skill is just a tipsheet with an AI agent as its intended audience! This session is good for those with some familiarity with coding agent tools, such as Claude Code. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Advanced","Simon Willison, Datasette","AI","205","BYO","2",""
"1068","2026-03-06","2:30 PM","3:30 PM","Scraping without programming","""Scraping"" is a catch-all word for grabbing information off a web page and into your spreadsheet - whether the website wants you to or not. This session will introduce easy, hands-on methods for scraping data from a live webpage without having to learn any code. We will use the ImportHTML and ImportXML formulas in Google Sheets. Scraping beginners welcome! Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Samantha Sunne, Independent journalist","","202","BYO","2",""
"1088","2026-03-06","2:30 PM","3:30 PM","Clustering and mapping text data for journalism","Analysis of large text datasets can be difficult, and finding story ideas can be even harder, especially when you're not sure what you're looking for. This session teaches you to explore large sets of documents using semantic maps-visual clusters with similar documents grouped together in a two-dimensional chart. Users will learn how to convert text documents into embeddings, visualize them in two dimensions, and explore the data for insights by applying filters by keyword or time period. Applications include: parsing FOIA responses, tracking similar legislative language, or finding new areas of concern in school board comments. Participants will leave with the ability to map and cluster a sample of text data with provided code. This session is good for those with some Python experience. Laptops will be provided.","false","Hands-on","Intermediate","Aishi Chandra, Columbia University; C.J. Robinson, Tow Center for Digital Journalism; C.J. Robinson, Tow Center for Digital Journalism","Data analysis","104","OSX","1",""
"1098","2026-03-06","2:30 PM","3:30 PM","From satellites to stories: Leveraging Google Earth Engine to analyze global environmental datasets for local reporting","Accessing openly published maps and models from the latest research has never been easier through platforms like Google Earth Engine (GEE), enabling journalists to expose systemic patterns of environmental harm at scale-including those not already captured in government statistics-while honing in on, based on data, the most salient case studies for detailed ground reporting. In this session, you will learn how to access the forest change dataset powering Global Forest Watch for free through GEE with just one line of code. You'll then quantify changes to forests in a local area and, most importantly, analyze this remotely sensed data together with detailed local data to illuminate impacts of environmental change on communities. This session is good for those with some experience working with geospatial data. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Carl Churchill, The Wall Street Journal","","201","BYO","2",""
"1135","2026-03-06","2:30 PM","3:30 PM","Math all reporters should know","This is for the reporter attending NICAR who has no data experience and is maybe even afraid of math. We'll cover how to calculate and write about rates, ratios and percentages, as well as some more intermediate concepts like relative risk and normalization. At the end of the panel, you'll have learned something that you can use immediately when you get back to the newsroom.","true","Panel","","Stephanie Lamm, The Atlanta Journal-Constitution; Justin Price, The Atlanta Journal-Constitution; Phoebe Quinton, Atlanta Journal-Constitution","","White River E","","1",""
"1139","2026-03-06","2:30 PM","3:30 PM","Investigating TikTok through data donations","","true","Panel","","Jeremy Merrill, The Washington Post","","White River G","","1",""
"1207","2026-03-06","2:30 PM","3:30 PM","Beginner track: Easy visualizations for your first data stories","Learn best practices for thinking about simple data visualizations to help tell your story - plus, a peek at some free tools!","true","Panel","","Adrian D. Garcia, Financial Times; Haohsiang Ko, Financial Times; Prinz Magtulis, Reuters; Elena Mejia, Bloomberg","","White River B","","1",""
"1251","2026-03-06","2:30 PM","3:30 PM","Extracting data from PDFs using command-line and other advanced tools","This class seeks to help you free data stored in PDFs. Attendees will extract text from a computer-generated PDF using command-line tools, process image files with optical character recognition and set themselves up for working with PDFs in Python. The session will also cover how to assess a PDF to select the right tools to use to free its data. This session is good for: People with experience using a command-line interface and who deal with frustrating PDFs. Knowledge of Python or R is a plus but not required. Laptops will be provided.","false","Hands-on","Intermediate","","","209","OSX","2",""
"1267","2026-03-06","2:30 PM","3:30 PM","R 2: Data analysis and plotting (repeat)","We'll use the tidyverse packages dplyr and ggplot2, learning how to sort, filter, group, summarize, join, and visualize to identify trends in your data. If you want to combine SQL-like analysis and charting in a single pipeline, this session is for you. This session is good for: People who have worked with data operations in SQL or Excel and would like to do the same in R and have some experience working with RStudio. Laptops will be provided.","false","Hands-on","Intermediate","","Data analysis","204","PC","2",""
"1280","2026-03-06","2:30 PM","3:30 PM","Networking: Journalists of color","Mix and mingle, meet friends old and new, and build your professional community in this fun and informal networking session. This session is for journalists of color.","false","Networking","","","","White River D","","1",""
"1320","2026-03-06","2:30 PM","3:30 PM","Using CAPTCHA-solving services to automate difficult web-scraping projects","This class will teach attendees how to use CAPTCHA-solving services to automate CAPTCHA solutions in web scraping. Attendees will learn how to efficiently identify and send required elements to the CAPTCHA-solving service and apply the unique codes received to navigate past CAPTCHAs encountered during web scraping. Special focus will be placed on tackling Google's reCAPTCHA v2, a commonly used CAPTCHA on the web, alongside strategies for overcoming challenges presented by more complex websites. The class will provide practical skills in CAPTCHA solving, equipping attendees with the knowledge to implement these solutions in their projects. This session is good for journalists with some Python experience. Laptops will be provided.","false","Hands-on","Advanced","Ryan Little, The Baltimore Banner","","203","PC","2",""
"1043","2026-03-06","3:45 PM","4:45 PM","Making better databases with Airtable","Airtable is a spreadsheet and database software with useful features to view, sort, group, and link records between tables. You'll see a few examples of how Airtable has been useful for the instructor's reporting (and why she almost never use Excel anymore!) and walk through a hands-on example. This session is good for: Anyone who has been frustrated at making multiple versions of the same spreadsheet, creating extra columns (or filters) and then repeatedly hiding and unhiding them, or jumping between multiple spreadsheets to bring together different information about the same record. This session is good for people with basic experience working with data. Attendees will need to bring their own laptop (no tablets).","false","Hands-on","Beginner","Amy Fan, The New York Times","","205","BYO","2",""
"1106","2026-03-06","3:45 PM","4:45 PM","Modern document processing with Natural PDF","Writing Python scripts to extract data from PDFs is always a nightmare - misshapen tables, arbitrary form formatting, tiny text or low-quality scanned texts. Your champion is here in the form of Natural PDF, a new Python library for wrangling data that's focused on usability and cramming in as many features as possible. Write your code just like you'd ask ""real-language"" questions: - ""Find the bold text that ends with a colon and get the text to the right of it"" - ""Show me all pages that include diagrams"" - ""Ignore everything above the thick horizontal line"" Natural PDF also comes bundled with all sorts of modern AI-based magic: - Categorize pages or entire PDFs by text or vision models - Use powerful layout analysis engines to recognize images, tables, headers, and paragraphs - Multilingual OCR powered by multiple engines + LLM-correcting integration Participants will leave with a solid understanding of how to extract data from difficult (and simple) PDFs using Python. This session is good for those with some experience working with Python. Laptops will be provided.","false","Hands-on","Advanced","Jonathan Soma, Columbia University","AI, Tools & Tech","104","OSX","1",""
"1137","2026-03-06","3:45 PM","4:45 PM","Building web scrapers on the fly with ChatGPT","This session will focus on how to scrape data from public websites in breaking news and quick-turn situations. Use a tool like ChatGPT to help you quickly understand a website's structure and API calls to get data fast. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Charles Minshew, Atlanta Journal-Constitution","AI","202","BYO","2",""
"1147","2026-03-06","3:45 PM","4:45 PM","Cheatsheet: An investigative spreadsheet tool powered by A.I.","","true","Demo","","Dylan Freedman, The New York Times; Teresa Mondría Terol, The New York Times","AI","White River B","","1",""
"1213","2026-03-06","3:45 PM","4:45 PM","Hack your statehouse: A toolkit for downloading and analyzing legislative data","State legislatures are often covered by gut, not data. Tracking thousands of bills, amendments and votes to find patterns is a massive data-wrangling challenge. This session will demo: - The Data Pipeline: An open-source R package we built that downloads and processes years of legislative data for your state from the LegiScan API. - The News App: A pre-built R Shiny application that serves as an interactive ""Legislative Compass"" for journalists & your readers. We will demonstrate how to: - Install and configure the package for your state with a single configuration file. - Run the pipeline to process years of legislative data - Deploy the ""Legislative Compass"" news app to empower your coworkers and/or your audience to look up lawmakers and see what they're sponsoring and explore their complete voting records. - Use the pre-built scripts to immediately find stories by: -- Analyzing legislator voting patterns (Who votes with their party most? Who are the mavericks?). -- Calculating legislator effectiveness (Who sponsors the most bills? Whose bills become law? Who misses the most votes?). -- Tracking bill progress and topics in bulk. This session is for any reporter who wants to move beyond anecdote to conduct systemic, data-driven investigations of their statehouse. Some experience with R will be helpful. Laptops will be provided.","false","Hands-on","Intermediate","Andrew Pantazi, Axios","","203","PC","2",""
"1229","2026-03-06","3:45 PM","4:45 PM","How to do data-driven work in small communities","","true","Panel","","Jill Blackman, Northeastern University; Pam Dempsey, Northeastern University","","White River E","","1",""
"1268","2026-03-06","3:45 PM","4:45 PM","R 3: Gathering and cleaning data (repeat)","Learn how to import a wide variety of files in R including spreadsheets, files on the web and HTML tables, and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages. This session is good for: People who have some experience using R and the Tidyverse. Laptops will be provided.","false","Hands-on","Intermediate","","Data analysis","204","PC","2",""
"1288","2026-03-06","3:45 PM","4:45 PM","Behind the stories: Phil Meyer Winners","A data deep dive into the 2025 Philip Meyer Award winners. Hear from reporters on how they gathered, cleaned, analyzed and visualized the data behind some of the year's biggest stories.","true","Panel","","","Story ideas","White River I","","1",""
"1236","2026-03-06","5:00 PM","6:15 PM","Lightning Talks ⚡️","Sometimes you don't need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing data journalism, web development and related topics.","false","Special","","","","White River E-F","","1",""
"1244","2026-03-06","5:00 PM","6:15 PM","Using Python to analyze GIS data","Python has a lot of useful tools for scripting your GIS analysis. In this introductory workshop, we'll explore a few popular mapping libraries and work through some common newsroom mapping tasks, focus on analysis more than visualization. This session is good for: People with a little bit of Python experience. Knowledge of GIS concepts is helpful but not required. Laptops will be provided.","false","Hands-on","Intermediate","Cody Winchester, Investigative Reporters & Editors","Mapping","209","OSX","2",""
"1235","2026-03-06","6:15 PM","6:30 PM","2025 Philip Meyer Awards presentation","","false","Special","","","","White River E-F","","1",""
"1315","2026-03-06","6:30 PM","8:30 PM","NIghtCAR (game night) ✨","Join fellow NICAR attendees for an evening of games, puzzles, etc. IRE provides the board games, you provide the fun! Feel free to grab a snack and a beverage from the reception or from the hotel and join the fun.","true","Special","","","","White River D","","1",""
"1316","2026-03-06","6:30 PM","7:30 PM","Philip Meyer Awards reception","Celebrate the Philip Meyer Award winners at a reception to honor them. Light appetizers and a drink ticket will be provided.","false","Special","","","","White River Foyer","","1",""
"1045","2026-03-07","9:00 AM","10:00 AM","The price of recovery: How to investigate opioid settlement spending","","true","Panel","","Ashton Marra, West Virginia University","","White River B","","1",""
"1054","2026-03-07","9:00 AM","10:00 AM","Auditing AI algorithms for bias (and sometimes using AI tools to do so)","","true","Panel","","Hilke Schellmann, Independent journalist","AI","White River E","","1",""
"1117","2026-03-07","9:00 AM","10:00 AM","Digging into death with CDC Wonder","CDC Wonder contains a treasure trove of public health information based on death certificates across the country. This session will provide a quick start guide on using the website, pitfalls to avoid and ideas for stories you can take home -- like maternal mortality, overdose and cancer clusters. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Destiny Herbers, Flatwater Free Press","","205","BYO","2",""
"1123","2026-03-07","9:00 AM","10:00 AM","How Claude ""Skill"" workflow solves the biggest pitfall in using AI for data analysis","We've all been there recently. Jazzed at experimenting with the latest AI/LLM tooling to help drive our data journalism. But there has remained some particularly tricky issues when firing up Claude Code or AI tools for data analysis tasks: they don't do things the same way twice, and they don't always follow your directions even if you're explicit with them. Consequently, it can be very dangerous to turn to AI for any analysis needs. But ""Skills"" has potential to be be a game changer. It essentially allows you to create specific, reproducible code chunks or even entire scripts, that Claude will then execute. The file system is dead-simple: just markdown files and your code scripts. And from there, Skills functions as an automation tool more than necessarily an AI tool - it'll run what you've told it to run, when you tell it to, with certain variables provided by you or your colleagues. And it will give you reproducible results every time. Come learn what it's all about. This session is good for people with some coding experience. Laptops will be provided.","false","Hands-on","Advanced","Aaron Kessler, Associated Press","AI","104","OSX","1",""
"1165","2026-03-07","9:00 AM","10:00 AM","Data team starter kit: How to build a data team from the ground up","","true","Panel","","Sahana Jayaraman, The Baltimore Banner; Greg Morton, The Baltimore Banner; Allan James Vestal, The Baltimore Banner","","White River D","","1",""
"1170","2026-03-07","9:00 AM","10:00 AM","Data collection at scale for countries where data is hidden","","true","Panel","","Tazbia Fatima, Hearst","International, Data analysis","White River G","","1",""
"1217","2026-03-07","9:00 AM","12:30 PM","How to clean data to find out how many people ICE has arrested in your area","The U.C. Berkeley-based Deportation Data Project has published a trove of immigration enforcement data via FOIAs that many newsrooms have been using. The possible stories you can turn from it seem endless -- but the most common question your editors are likely to ask may be the toughest one to answer: How many people are arrested in our county or our state? At least 20 percent of the rows are missing values in the column that should tell us what state each person was arrested in. There are ways around this problem, and they involve some careful surgery. Your instructor will guide you through how she captured as many arrests in North Carolina as were possible to pin down so you can replicate her methods for your state. Attendees should be familiar with Python for data analysis.","false","Hands-on","","Caitlin McGlade, The Charlotte Observer","","209","OSX","2","45"
"1223","2026-03-07","9:00 AM","10:00 AM","Beyond the big leagues: Data journalism in high school sports","High school sports drive huge traffic but lack the data infrastructure of pro leagues. This demo will explore how journalists build databases and tell data-driven stories when official stats are incomplete or nonexistent. Panelists will share strategies for scraping and standardizing local sports data, creating searchable tools for communities, and making compelling visualizations. Attendees will learn how to find stories in oft-incomplete sports data and build resources that serve coaches, parents, and fans beyond a single season.","false","Demo","Beginner","Rahul Deshpande, The Atlanta Journal-Constitution; Josh Fine, HBO","Sports","202","BYO","2",""
"1253","2026-03-07","9:00 AM","10:00 AM","Using regular expressions","By the end of this class, this expression -- ^[A-Za-z0-9._-]+@[[A-Za-z0-9.-]+$ -- will make sense to you! You'll learn how to construct advanced searches on text data using regular expressions, a powerful pattern-matching syntax that can help you find needles in haystacks. This session is good for those with some basic experience working with data, and anyone who wants to learn to use regular expressions. Laptops will be provided.","false","Hands-on","Beginner","","","203","PC","2",""
"1262","2026-03-07","9:00 AM","10:00 AM","Google Sheets: Advanced pivot tables","You've done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class. This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Intermediate","Koby Levin, Outlier Media","Data analysis","102","BYO","1",""
"1278","2026-03-07","9:00 AM","12:30 PM","Introduction to R","We'll introduce you to R, a free, powerful open-source programming language that will take your data reporting to the next level. By the end of this three-hour session, you will be able to read data from common file types into R, clean and explore it, create visualizations, and make your entire data workflow reproducible. We'll also talk about how to find help when you're stuck. Workshop prerequisites: This session will be most helpful if you're comfortable working with data and you're ready to take your skills to the next level. Preregistration is required and seating is limited. Laptops will be provided for the training.","false","Hands-on","Intermediate","Liz Lucas, University of Missouri; Mariia Novoselia, University of Missouri","Data analysis","204","PC","2","45"
"1287","2026-03-07","9:00 AM","10:00 AM","Find public records and leaks: the new OCCRP Aleph Pro","You've got a leak, a name, or a suspicious company - what's your next move? In a world of complex financial secrecy, uncovering the truth demands data power. Join this hands-on workshop to master the all-new OCCRP Aleph Pro, holding over four billion records of leaks, sanctions, corporate registries, and beyond. For years, Aleph has been the backbone of hundreds of investigations, and we have now evolved it to meet the challenges of modern reporting. Bring your laptop and learn to cross-reference targets, generate structured entities from raw text, and map hidden connections into visual networks. You will also learn how to secure access to protected leaks curated for journalists, activists, and researchers. It's time to power your next investigation using Aleph Pro. This session is good for beginners and anyone who wants to learn to use Aleph Pro.","false","Hands-on","Beginner","Ezana Ćeman, Organized Crime and Corruption Reporting Project","International","201","BYO","2",""
"1301","2026-03-07","9:00 AM","10:00 AM","Networking: Women in data","In this session, women, trans and non-binary folks in data journalism and investigative reporting will discuss the unique challenges they face, including the nuances of working in the field, issues of imposter syndrome and how to be our own advocates. Participants will have a safe space to ask questions, share experiences and network with one another.","false","Networking","","","","White River I","","1",""
"1013","2026-03-07","10:15 AM","12:30 PM","Wanna get hired? Tales from the trenches","We're the hiring managers who've seen it all: the 11-page resumes, the glamorized headshots in applicant packages, the ones that come with a reference letter from Mom. We also know what we're looking for when we get your materials, and we're ready to spill out secrets. Come ask us anything, about resumes, cover letters, interviewing, etc. Participants should walk away with an actionable tipsheet of ideas and ways to improve their job searching techniques and give their materials a boost.","false","Master Class","","Emma Carew Grovum, Kimbap Media / Media Bridge Partners; Allie Kanik, Hearst; Justin Myers, Chicago Sun-Times","Career","201","BYO","2","0"
"1019","2026-03-07","10:15 AM","11:15 AM","Flight tracker data: How to wrangle, analyze and visualize it with R","With employee shortages, increased air traffic from drones, and a general loosening of air regulations, it's more important now than ever to know how to handle data of what's happening above us. In this session, you will learn: 1) how to scrape open source flight data. 2) How to reshape it, deal with altitude adjustments 3) Turn pings into lines and export it as a geojson for viz 4) Do some geospatial work with it 5) Mash it up with Census data 4) Map it with mapgl or leaflet and 5) Create some fancy 3D viz if there's time! This session is good for those with experience using R. Laptops will be provided.","false","Hands-on","Intermediate","Andrew Tran, The Washington Post","","203","PC","2",""
"1071","2026-03-07","10:15 AM","11:15 AM","Elevate your graphics with Illustrator!","Illustrator is a great tool for creating beautiful, completely unique data viz and graphics - but the best part is it doesn't need to all be done from scratch. In this session, we will go over ways to begin making your chart using various online tools that most newsrooms already use (like Datawrapper, RawGraphs, Flourish, ggplot, etc.) but elevate its design with the magic of SVGs and vector graphics programs like Adobe Illustrator. We'll talk through color choices, fonts, accessibility, framing, and more - and give you tips and tricks to create stunning graphics that you can customize to your heart's delight. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Paroma Soni, POLITICO","Data viz","202","BYO","2",""
"1094","2026-03-07","10:15 AM","11:15 AM","Using open-source intelligence (OSINT) in investigations","","true","Demo","","Tristan Lee, Decoherence Media","Research","White River E","","1",""
"1109","2026-03-07","10:15 AM","11:15 AM","Scraping dynamic websites with browser automation tools","Playwright is a next-generation browser automation tool that allows you to use Python or JavaScript to scrape almost any web page. It can assist in downloading pages of government documents, capturing tweets before they get deleted, or even just breaking past the cookie consent banner. Beyond the basics, it can also easily take screenshots, monitor and log network requests, and even fit right into your traditional BeautifulSoup scraping approach. We'll look at: - Installing Playwright - Accessing elements on the page - Interacting with web pages (clicking, navigating, filling out forms) - Taking screenshots - Sending pages to traditional scraping tools like BeautifulSoup - Common patterns including pagination and CAPTCHA breaking For those of you familiar with tackling similar problems using Selenium: Playwright is a similar tool with a better interface, better install/upgrade process, and ten times the usability. It might be time to upgrade! Participants should have a basic knowledge of Python and HTML, but we'll also cover how to breeze past those basics with AI assistance. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Jonathan Soma, Columbia University","","102","BYO","1",""
"1182","2026-03-07","10:15 AM","11:15 AM","Becoming acquainted with your city as a data reporter with no beat","","true","Panel","","Sahana Jayaraman, The Baltimore Banner; Bianca Pallaro, The New York Times","Beat reporting","White River D","","1",""
"1184","2026-03-07","10:15 AM","11:15 AM","The winding paths of a data journalist","Data journalists have unique skills and experiences that are applicable to product design and management roles. Learn from panelists who have navigated unexpected journeys to find their niche in the data world. This panel is great for people who are curious about making a career shift, and hearing from mid-career professionals who have firsthand experience in making these transitions. Our panelists will share their strategies and lessons learned, offering valuable insights for those considering a similar career pivot.","true","Panel","","Allan Lasser, MuckRock; Arlene Martinez, Good Jobs First; Elizabeth Renter, NerdWallet; Tejal Wakchoure, NBC","","White River B","","1",""
"1271","2026-03-07","10:15 AM","11:15 AM","Reporting on disappearing data about LGBTQ+ people","","true","Panel","","","Equity, inclusion and accessibility","White River I","","1",""
"1290","2026-03-07","10:15 AM","12:30 PM","Deep dive: Navigating nonprofit data","There's a good nonprofit story waiting to be written on every reporting beat and in every coverage area, if you know where to look for it. This workshop will teach you how to navigate the world of nonprofit data and documents. To gain tax-exempt status, organizations like hospitals, charter schools, colleges and humane societies must agree to report annual information on their finances, compensation of key personnel, conflicts of interest and more. If you know how to cut through the accounting language to find what you're looking for, these annual filings -- and other documents generated by a nonprofit -- can answer questions big and small and add useful context to your reporting. You must bring your own laptop (no tablets) to participate.","false","Hands-on","Beginner","Ellis Simani, ProPublica; Andrea Suozzo, ProPublica","Beat reporting, Public records","205","BYO","2","30"
"1303","2026-03-07","10:15 AM","11:15 AM","First PMTiles map","Until recently, creating a basemap was a difficult task that required specialized skills and expensive servers. Rather than take on the challenge, many organizations chose to pay for commercial mapping services, which can be costly for applications that draw a lot of traffic. Then open-source software changed the equation. ""First PMTiles map"" will walk you through how you can use inexpensive cloud computing tools to solve the problem. Follow along and you'll have a basemap of your own for less than $10. Where you go from there is up to you. Folks with an understanding of basic web development concepts will get the most out of this session. Laptops will be provided.","false","Hands-on","Intermediate","Ben Welsh, Reuters","Mapping, Data viz","104","OSX","1",""
"1324","2026-03-07","10:15 AM","11:15 AM","Big Local News tools, wares and resources","","true","Panel","","","","White River G","","1",""
"1018","2026-03-07","11:30 AM","12:30 PM","Immigration data and how to make sense of it","The Trump administration has drastically reshaped immigration enforcement. Newsrooms around the country are trying to make sense of what is happening to their communities. Join this panel to learn how reporters break down the most important immigration data sets (the Deportation Data Project releases, the detention management statistics, EOIR data, deportation flights data etc.) and how that data can be used to tell both local and national stories.","true","Panel","","Will Craft, The Guardian; Leon Yin, Bloomberg","Beat reporting","White River G","","1",""
"1055","2026-03-07","11:30 AM","12:30 PM","How to educate journalism students about AI and with AI","","true","Panel","","Hilke Schellmann, Independent journalist","AI, Educators","White River I","","1",""
"1143","2026-03-07","11:30 AM","12:30 PM","Presents for your future self: Automated workflows for making charts and maps","When you're working on a project with shifting or updating data, there's nothing better you can do for yourself than to build your own little sprocket bot. In this workshop I'd go over how you can build that bot through command line tools (makefile, node.js, python) to automate tasks like mapmaking. Learn workflow tips for Illustrator, Photoshop, Blender, and more! Save time by setting up a file and forever more executing it via a push of the button. Folks with an understanding of command line tools will get the most out of this session. Laptops will be provided.","false","Hands-on","Intermediate","Dylan Moriarty, The Washington Post","Data viz, Mapping","104","OSX","1",""
"1154","2026-03-07","11:30 AM","12:30 PM","Beyond the investigation: Managing stress, safety & mental wellness","","false","NICAR Conversation","","Disha Raychaudhuri, Reuters","","202","BYO","2",""
"1156","2026-03-07","11:30 AM","12:30 PM","Data crowd competition: 40 ideas in 40 minutes","","true","Panel","","David Cuillier, Brechner FOI Project; Cierra Putman, WTHR; Samantha Sunne, Independent journalist","","White River E","","1",""
"1215","2026-03-07","11:30 AM","12:30 PM","How to avoid a midterm meltdown: Tips for covering elections with unresponsive governments","","true","Panel","","Phoebe Quinton, Atlanta Journal-Constitution","","White River B","","1",""
"1246","2026-03-07","11:30 AM","12:30 PM","Using Python for data analysis","Imagine rolling Excel and SQL into one tool that also allows you to track your code and share it: That's pandas in a nutshell. There's a lot more you can do with it, of course, but this will be a good start. We'll learn how to slice and dice our data and extract basic stats. Specifically, we'll cover loading the data, filtering, sorting and grouping data. This class is good for: People who are comfortable with Excel and are familiar with the basics of SQL and Python. We recommend that you attend a Python 101 session or have equivalent experience before coming to this class. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","","","203","PC","2",""
"1263","2026-03-07","11:30 AM","12:30 PM","Google Sheets: Importing & data prep","Don't give up if your data isn't presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet. This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Beginner","","Data analysis","102","BYO","1",""
"1291","2026-03-07","11:30 AM","12:30 PM","Networking for LGBTQ+ journalists","Mix and mingle, meet friends old and new, and build your professional community in this fun and informal networking session. This session is for anyone who identifies as part of the LGBTQIA+ community or as an ally.","false","Networking","","","","White River D","","1",""
"1319","2026-03-07","12:30 PM","2:15 PM","Lunch bunch","Make some new friends over lunch! Show up and we'll connect you with other folks who want to chat and network over the lunch break -- a great way to make a big conference feel smaller.","false","Special","","","","TBD","","",""
"1031","2026-03-07","2:30 PM","3:30 PM","Fun with hypotheticals: Investigating your dubious data dilemmas in real time","","true","Panel","","Adiel Kaplan, Columbia University; Veronica Penney, Science; Emily Zentner, The California Newsroom","","White River E","","1",""
"1034","2026-03-07","2:30 PM","3:30 PM","How to use AI responsibly","","true","Panel","","Dylan Freedman, The New York Times; Sachita Nishal, Northeastern University; Lisa Pickoff-White, UC Berkeley","AI","White River D","","1",""
"1053","2026-03-07","2:30 PM","6:00 PM","Using coding agents for data analysis","Coding agents such as Claude Code and OpenAI Codex are mainly marketed at developers, but they're actually applicable to a much wider array of problems, including data analysis, data cleaning, web scraping and other tasks commonly faced by data journalists. In this session, you'll learn how to apply these tools to both simple and ambitious data reporting projects. Attendees will go away with a very powerful new tool for collecting, exploring, analyzing and presenting data. Laptops will be provided.","false","Hands-on","Intermediate","Simon Willison, Datasette","AI","104","OSX","1","45"
